Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Male;21;170;8000;yes;yes;200;300;Sometimes;no;200;no;285;1413;no;Public_Transportation;Overweight_Level_II
Male;21;172;8001;yes;yes;200;278;Sometimes;no;200;no;254;1207;no;Public_Transportation;Overweight_Level_II
Male;33;190;9981;yes;yes;200;186;Sometimes;no;220;no;100;0;Sometimes;Automobile;Overweight_Level_II
Male;33;174;8339;yes;yes;225;305;Sometimes;no;192;no;41;0;no;Automobile;Overweight_Level_II
Male;30;175;8331;yes;yes;201;317;Sometimes;no;184;no;89;396;no;Automobile;Overweight_Level_II
Male;21;172;8000;yes;yes;200;300;Sometimes;no;200;no;227;1343;no;Public_Transportation;Overweight_Level_II
Female;23;165;8000;yes;yes;200;300;Sometimes;no;200;no;15;2000;no;Public_Transportation;Overweight_Level_II
Female;24;158;6529;yes;no;203;274;Sometimes;no;200;no;128;1019;no;Public_Transportation;Overweight_Level_II
Male;37;175;8328;yes;yes;275;106;Sometimes;no;227;no;89;673;no;Automobile;Overweight_Level_II
Male;34;184;9180;yes;yes;200;300;Sometimes;no;126;no;94;998;Sometimes;Automobile;Overweight_Level_II
Female;21;152;6470;yes;no;212;167;Sometimes;no;200;no;158;1313;no;Public_Transportation;Overweight_Level_II
Female;22;148;6289;yes;no;200;168;Sometimes;no;183;no;28;576;no;Public_Transportation;Overweight_Level_II
Male;20;176;8786;yes;yes;233;300;Sometimes;no;300;no;241;442;Sometimes;Public_Transportation;Overweight_Level_II
Female;19;156;7044;yes;no;275;307;Sometimes;no;196;no;115;1000;no;Public_Transportation;Overweight_Level_II
Female;21;155;6747;yes;no;230;300;Sometimes;no;116;no;193;1120;no;Public_Transportation;Overweight_Level_II
Male;22;179;9000;yes;yes;190;261;Sometimes;no;120;no;0;1895;Sometimes;Public_Transportation;Overweight_Level_II
Male;22;178;8984;yes;yes;198;160;Sometimes;no;200;no;17;819;Sometimes;Public_Transportation;Overweight_Level_II
Female;23;170;8047;yes;yes;200;282;Sometimes;no;162;no;46;1463;no;Public_Transportation;Overweight_Level_II
Male;23;167;8094;yes;yes;200;240;Sometimes;no;140;no;79;1544;no;Public_Transportation;Overweight_Level_II
Male;24;170;8485;yes;yes;200;300;Sometimes;no;206;no;0;1000;Sometimes;Public_Transportation;Overweight_Level_II
Male;24;172;8399;yes;yes;241;284;Sometimes;no;198;no;87;89;Sometimes;Public_Transportation;Overweight_Level_II
Female;27;170;7801;yes;yes;273;300;Sometimes;no;300;no;90;908;Frequently;Public_Transportation;Overweight_Level_II
Male;31;180;9105;yes;yes;200;300;Sometimes;no;120;no;5;163;Sometimes;Public_Transportation;Overweight_Level_II
Female;24;170;8042;yes;yes;200;300;Sometimes;no;239;no;93;1344;Sometimes;Public_Transportation;Overweight_Level_II
Female;26;170;7804;yes;yes;278;300;Sometimes;no;217;no;86;840;Frequently;Automobile;Overweight_Level_II
Male;18;171;8329;yes;yes;201;272;Sometimes;no;166;no;100;605;Sometimes;Public_Transportation;Overweight_Level_II
Male;19;166;7747;yes;no;201;140;Sometimes;no;300;no;11;328;Sometimes;Public_Transportation;Overweight_Level_II
Male;25;184;9595;yes;yes;112;287;Sometimes;no;200;no;129;1944;Sometimes;Public_Transportation;Overweight_Level_II
Male;23;181;9136;yes;yes;196;184;Sometimes;no;186;no;0;1668;Sometimes;Public_Transportation;Overweight_Level_II
Male;24;171;8514;yes;yes;232;288;Sometimes;no;215;no;33;954;Sometimes;Public_Transportation;Overweight_Level_II
Male;23;179;8991;yes;yes;190;238;Sometimes;no;140;no;0;1366;Sometimes;Public_Transportation;Overweight_Level_II
Female;24;170;8111;yes;yes;204;298;Sometimes;no;152;no;50;1029;Sometimes;Public_Transportation;Overweight_Level_II
Male;34;169;8445;yes;yes;213;269;Sometimes;no;261;no;117;291;no;Automobile;Overweight_Level_II
Female;25;169;7843;yes;yes;218;283;Sometimes;no;246;no;4;524;Frequently;Public_Transportation;Overweight_Level_II
Male;55;167;8040;yes;yes;200;300;Sometimes;no;200;no;100;0;no;Automobile;Overweight_Level_II
Male;35;177;8500;yes;yes;280;300;Sometimes;no;298;no;197;937;no;Automobile;Overweight_Level_II
Male;22;165;8000;yes;yes;200;300;Sometimes;no;200;no;53;2000;no;Public_Transportation;Overweight_Level_II
Male;18;166;7986;yes;no;249;227;Sometimes;no;199;no;145;865;no;Public_Transportation;Overweight_Level_II
Female;42;168;7985;yes;yes;273;300;Sometimes;no;130;no;0;1103;no;Automobile;Overweight_Level_II
Male;21;169;8031;yes;yes;200;265;Sometimes;no;200;no;263;1359;no;Public_Transportation;Overweight_Level_II
Female;28;151;6389;yes;no;200;100;Sometimes;no;128;no;2;0;no;Public_Transportation;Overweight_Level_II
Female;25;151;6372;yes;no;200;119;Sometimes;no;185;no;55;236;no;Public_Transportation;Overweight_Level_II
Female;22;149;6227;yes;no;200;148;Sometimes;no;200;no;32;517;no;Public_Transportation;Overweight_Level_II
Female;21;151;6485;yes;no;229;321;Sometimes;no;200;no;110;1261;no;Public_Transportation;Overweight_Level_II
Male;23;169;8102;yes;yes;200;276;Sometimes;no;161;no;43;1750;no;Public_Transportation;Overweight_Level_II
Male;23;172;8234;yes;yes;232;266;Sometimes;no;157;no;95;545;Sometimes;Public_Transportation;Overweight_Level_II
Female;38;170;7816;yes;yes;300;300;Sometimes;no;217;no;0;0;no;Automobile;Overweight_Level_II
Female;38;168;7908;yes;yes;280;300;Sometimes;no;174;no;0;721;no;Automobile;Overweight_Level_II
Female;34;168;7739;yes;yes;280;197;Sometimes;no;192;no;94;705;no;Automobile;Overweight_Level_II
Female;34;165;7970;yes;yes;209;182;Sometimes;no;209;no;31;1041;no;Automobile;Overweight_Level_II
Male;32;184;9826;yes;yes;233;182;Sometimes;no;256;no;133;481;Sometimes;Automobile;Overweight_Level_II
Male;33;184;9742;yes;yes;200;172;Sometimes;no;300;no;100;0;Sometimes;Automobile;Overweight_Level_II
Female;19;156;7179;yes;no;300;313;Sometimes;no;200;no;163;1000;no;Public_Transportation;Overweight_Level_II
Female;20;159;7271;yes;no;300;386;Sometimes;no;200;no;132;1000;Sometimes;Public_Transportation;Overweight_Level_II
Male;20;170;7805;yes;no;165;275;Sometimes;no;219;no;147;519;Sometimes;Public_Transportation;Overweight_Level_II
Male;48;174;8473;yes;yes;254;300;Sometimes;no;115;no;31;0;no;Automobile;Overweight_Level_II
Male;18;174;8500;yes;no;200;300;Sometimes;no;298;no;100;122;Sometimes;Public_Transportation;Overweight_Level_II
Male;18;175;8500;yes;yes;277;300;Sometimes;no;285;no;100;427;Sometimes;Public_Transportation;Overweight_Level_II
Male;20;172;8079;yes;yes;222;212;Sometimes;no;181;no;191;972;no;Public_Transportation;Overweight_Level_II
Female;34;168;7743;yes;yes;300;205;Sometimes;no;200;no;164;107;no;Automobile;Overweight_Level_II
Male;17;180;9542;yes;yes;200;300;Sometimes;no;300;no;105;934;Sometimes;Public_Transportation;Overweight_Level_II
Male;33;171;8301;yes;yes;200;104;Sometimes;no;201;no;281;0;no;Automobile;Overweight_Level_II
Male;35;175;8478;yes;yes;263;298;Sometimes;no;278;no;267;905;no;Automobile;Overweight_Level_II
Male;36;169;8333;yes;yes;200;101;Sometimes;no;214;no;106;0;no;Automobile;Overweight_Level_II
Female;19;160;7351;yes;no;294;267;Sometimes;no;218;no;152;805;Sometimes;Public_Transportation;Overweight_Level_II
Female;19;155;7295;yes;no;300;300;Sometimes;no;200;no;227;1000;Sometimes;Public_Transportation;Overweight_Level_II
Male;32;183;9150;yes;yes;200;270;Sometimes;no;204;no;60;17;Sometimes;Automobile;Overweight_Level_II
Male;23;171;8209;yes;yes;272;260;Sometimes;no;291;no;160;177;Sometimes;Public_Transportation;Overweight_Level_II
Male;20;168;7962;yes;no;184;300;Sometimes;no;200;no;119;1213;no;Public_Transportation;Overweight_Level_II
Male;20;171;7803;yes;no;194;284;Sometimes;no;216;no;148;647;Sometimes;Public_Transportation;Overweight_Level_II
Male;30;184;9361;yes;yes;205;295;Sometimes;no;131;no;144;934;Sometimes;Public_Transportation;Overweight_Level_II
Male;27;183;9908;yes;yes;276;100;Sometimes;no;134;no;190;487;Sometimes;Public_Transportation;Overweight_Level_II
Male;21;172;8228;yes;yes;209;187;Sometimes;no;200;no;208;880;Sometimes;Public_Transportation;Overweight_Level_II
Male;33;169;8399;yes;yes;200;247;Sometimes;no;245;no;93;0;no;Automobile;Overweight_Level_II
Male;18;175;8637;yes;yes;291;300;Sometimes;no;274;no;122;38;Sometimes;Public_Transportation;Overweight_Level_II
Male;32;176;8791;yes;yes;200;180;Sometimes;no;186;no;108;219;Sometimes;Public_Transportation;Overweight_Level_II
Male;32;185;9891;yes;yes;240;262;Sometimes;no;254;no;103;606;Sometimes;Automobile;Overweight_Level_II
Male;24;179;8939;yes;yes;152;217;Sometimes;no;200;no;0;632;Sometimes;Public_Transportation;Overweight_Level_II
Male;24;172;8526;yes;yes;200;268;Sometimes;no;208;no;63;994;Sometimes;Public_Transportation;Overweight_Level_II
Female;19;155;6994;yes;no;250;339;Sometimes;no;134;no;93;1000;no;Public_Transportation;Overweight_Level_II
Female;35;166;8014;yes;yes;200;300;Sometimes;no;199;no;4;1529;no;Automobile;Overweight_Level_II
Female;34;168;7736;yes;yes;277;214;Sometimes;no;187;no;97;692;no;Automobile;Overweight_Level_II
Male;24;173;8253;yes;yes;274;294;Sometimes;no;199;no;100;24;Sometimes;Public_Transportation;Overweight_Level_II
Male;40;172;8646;yes;yes;233;131;Sometimes;no;195;no;60;0;no;Automobile;Overweight_Level_II
Female;46;169;8041;yes;yes;208;300;Sometimes;no;103;no;65;0;no;Automobile;Overweight_Level_II
Male;26;177;10500;yes;yes;300;300;Sometimes;no;205;no;173;1620;Sometimes;Public_Transportation;Obesity_Type_I
Male;26;184;10571;yes;yes;300;300;Sometimes;no;251;no;200;1565;Sometimes;Public_Transportation;Obesity_Type_I
Male;31;178;10287;yes;yes;227;300;Sometimes;no;177;no;200;414;Sometimes;Automobile;Obesity_Type_I
Male;40;179;10178;yes;yes;233;211;Sometimes;no;250;no;300;1000;Sometimes;Automobile;Obesity_Type_I
Female;31;156;7823;yes;yes;214;209;Sometimes;no;151;no;0;0;Sometimes;Public_Transportation;Obesity_Type_I
Female;26;159;8035;yes;yes;200;100;Sometimes;no;200;no;0;0;Sometimes;Public_Transportation;Obesity_Type_I
Female;44;157;8183;yes;yes;291;100;Sometimes;no;200;no;131;0;no;Automobile;Obesity_Type_I
Female;42;158;8194;yes;yes;249;297;Sometimes;no;185;no;0;0;no;Automobile;Obesity_Type_I
Female;23;162;8200;yes;yes;106;100;Sometimes;no;200;no;0;1482;Sometimes;Public_Transportation;Obesity_Type_I
Female;23;161;8260;yes;yes;270;100;Sometimes;no;260;no;29;2000;Sometimes;Public_Transportation;Obesity_Type_I
Male;24;173;9791;yes;yes;200;300;Sometimes;no;284;no;131;1339;no;Public_Transportation;Obesity_Type_I
Male;21;165;8847;yes;yes;243;100;Sometimes;no;300;no;117;1000;no;Public_Transportation;Obesity_Type_I
Female;23;165;8727;yes;yes;288;129;Sometimes;no;278;no;43;1000;no;Public_Transportation;Obesity_Type_I
Female;23;164;8434;yes;yes;218;300;Sometimes;no;272;no;223;71;no;Public_Transportation;Obesity_Type_I
Female;37;156;7727;yes;yes;200;300;Sometimes;no;163;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;23;173;9500;yes;yes;200;300;Sometimes;no;229;no;267;1238;no;Public_Transportation;Obesity_Type_I
Male;23;178;9781;yes;yes;200;300;Sometimes;no;300;no;300;2000;no;Public_Transportation;Obesity_Type_I
Female;22;164;8734;yes;yes;300;100;Sometimes;no;300;no;128;1778;no;Public_Transportation;Obesity_Type_I
Female;18;165;8214;yes;yes;300;300;Sometimes;no;100;no;103;1350;Sometimes;Public_Transportation;Obesity_Type_I
Male;26;175;10800;yes;yes;300;300;Sometimes;no;178;no;176;0;Sometimes;Automobile;Obesity_Type_I
Female;41;155;7775;yes;yes;200;300;Sometimes;no;141;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;23;171;9050;yes;yes;200;300;Sometimes;no;153;no;97;1000;no;Public_Transportation;Obesity_Type_I
Female;38;156;8000;yes;yes;285;114;Sometimes;no;146;no;172;0;Sometimes;Automobile;Obesity_Type_I
Male;31;167;9000;yes;yes;219;203;Sometimes;no;235;no;195;0;Sometimes;Automobile;Obesity_Type_I
Male;23;166;9419;yes;yes;200;300;Sometimes;no;200;no;0;106;no;Public_Transportation;Obesity_Type_I
Male;40;179;9845;yes;yes;200;300;Sometimes;no;268;no;155;522;Sometimes;Automobile;Obesity_Type_I
Male;23;176;9536;yes;yes;200;300;Sometimes;no;300;no;300;2000;no;Public_Transportation;Obesity_Type_I
Male;22;171;9870;yes;yes;200;298;Sometimes;no;221;no;270;2000;no;Public_Transportation;Obesity_Type_I
Male;35;178;10085;yes;yes;207;148;Sometimes;no;300;no;205;93;Frequently;Automobile;Obesity_Type_I
Female;22;160;8204;yes;yes;136;257;Sometimes;no;217;no;223;1281;no;Public_Transportation;Obesity_Type_I
Female;23;161;8253;yes;yes;210;288;Sometimes;no;243;no;189;0;no;Public_Transportation;Obesity_Type_I
Female;23;167;8315;yes;yes;293;146;Sometimes;no;278;no;35;1707;no;Public_Transportation;Obesity_Type_I
Female;41;154;8000;yes;yes;200;111;Sometimes;no;137;no;163;0;Sometimes;Automobile;Obesity_Type_I
Female;39;151;7959;yes;yes;200;300;Sometimes;no;100;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;26;166;9000;yes;yes;200;300;Sometimes;no;300;no;67;505;Sometimes;Automobile;Obesity_Type_I
Female;24;155;7800;yes;yes;200;100;Sometimes;no;200;no;83;0;no;Public_Transportation;Obesity_Type_I
Male;21;178;10291;yes;yes;200;300;Sometimes;no;169;no;146;0;no;Public_Transportation;Obesity_Type_I
Male;22;175;9694;yes;yes;200;300;Sometimes;no;277;no;236;1206;no;Public_Transportation;Obesity_Type_I
Female;23;162;8062;yes;yes;200;100;Sometimes;no;200;no;3;0;no;Public_Transportation;Obesity_Type_I
Male;21;179;10566;yes;yes;200;300;Sometimes;no;116;no;0;527;Sometimes;Public_Transportation;Obesity_Type_I
Male;18;185;11477;yes;yes;200;185;Sometimes;no;216;no;100;2000;Sometimes;Public_Transportation;Obesity_Type_I
Female;18;169;9003;yes;yes;250;300;Sometimes;no;185;no;107;732;Sometimes;Public_Transportation;Obesity_Type_I
Female;18;171;9335;yes;yes;171;300;Sometimes;no;100;no;90;1000;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;179;10514;yes;yes;226;300;Sometimes;no;203;no;32;509;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;175;10649;yes;yes;274;300;Sometimes;no;208;no;65;769;Sometimes;Public_Transportation;Obesity_Type_I
Male;21;178;10319;yes;yes;200;300;Sometimes;no;161;no;48;0;no;Public_Transportation;Obesity_Type_I
Male;22;182;10604;yes;yes;200;300;Sometimes;no;272;no;0;622;no;Public_Transportation;Obesity_Type_I
Male;18;179;10896;yes;yes;200;109;Sometimes;no;228;no;100;1610;no;Public_Transportation;Obesity_Type_I
Male;18;182;10874;yes;yes;200;126;Sometimes;no;250;no;100;1442;no;Public_Transportation;Obesity_Type_I
Female;19;163;8200;yes;yes;108;287;Sometimes;no;112;no;0;1617;Sometimes;Public_Transportation;Obesity_Type_I
Female;23;163;8200;yes;yes;259;148;Sometimes;no;191;no;0;129;Sometimes;Public_Transportation;Obesity_Type_I
Male;22;177;10500;yes;yes;225;300;Sometimes;no;296;no;100;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;21;193;11856;yes;yes;200;300;Sometimes;no;300;no;73;1000;Sometimes;Public_Transportation;Obesity_Type_I
Male;22;195;11689;yes;yes;200;300;Sometimes;no;300;no;98;1000;Sometimes;Public_Transportation;Obesity_Type_I
Female;38;161;8000;yes;yes;204;182;Sometimes;no;193;no;185;0;Sometimes;Automobile;Obesity_Type_I
Female;38;151;7541;yes;yes;200;258;Sometimes;no;154;no;188;0;Sometimes;Automobile;Obesity_Type_I
Male;18;174;9719;yes;yes;200;300;Sometimes;no;200;no;0;233;no;Public_Transportation;Obesity_Type_I
Female;38;157;7613;yes;yes;200;300;Sometimes;no;210;no;0;0;Sometimes;Automobile;Obesity_Type_I
Female;44;159;7613;yes;yes;200;300;Sometimes;no;209;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;18;182;10840;yes;yes;200;216;Sometimes;no;209;no;100;677;Sometimes;Public_Transportation;Obesity_Type_I
Male;18;179;10824;yes;yes;200;214;Sometimes;no;294;no;100;103;Sometimes;Public_Transportation;Obesity_Type_I
Male;30;183;10875;yes;yes;200;288;Sometimes;no;236;no;88;1817;Sometimes;Automobile;Obesity_Type_I
Female;18;167;8624;yes;yes;261;300;Sometimes;no;196;no;119;0;no;Public_Transportation;Obesity_Type_I
Male;25;164;9127;yes;yes;104;300;Sometimes;no;100;no;34;329;Sometimes;Automobile;Obesity_Type_I
Male;29;168;8999;yes;yes;185;300;Sometimes;no;211;no;39;0;Sometimes;Automobile;Obesity_Type_I
Female;18;161;8449;yes;yes;200;300;Sometimes;no;105;no;100;0;no;Public_Transportation;Obesity_Type_I
Male;21;169;9637;yes;yes;200;296;Sometimes;no;200;no;0;1595;no;Public_Transportation;Obesity_Type_I
Male;19;170;9920;yes;yes;200;212;Sometimes;no;200;no;0;1883;no;Public_Transportation;Obesity_Type_I
Female;18;160;8225;yes;yes;250;300;Sometimes;no;122;no;25;537;no;Public_Transportation;Obesity_Type_I
Male;18;180;10474;yes;yes;200;300;Sometimes;no;300;no;178;0;no;Public_Transportation;Obesity_Type_I
Male;26;184;10503;yes;yes;300;300;Sometimes;no;293;no;200;1759;Sometimes;Public_Transportation;Obesity_Type_I
Male;26;181;10604;yes;yes;300;300;Sometimes;no;286;no;181;680;Sometimes;Public_Transportation;Obesity_Type_I
Male;37;179;10062;yes;yes;203;299;Sometimes;no;285;no;200;360;Frequently;Automobile;Obesity_Type_I
Male;38;179;10007;yes;yes;201;205;Sometimes;no;218;no;200;854;Frequently;Automobile;Obesity_Type_I
Female;30;153;7803;yes;yes;203;192;Sometimes;no;180;no;0;0;no;Public_Transportation;Obesity_Type_I
Female;29;158;7971;yes;yes;200;100;Sometimes;no;200;no;1;0;no;Public_Transportation;Obesity_Type_I
Female;42;165;8664;yes;yes;282;227;Sometimes;no;172;no;0;0;no;Automobile;Obesity_Type_I
Female;47;164;8198;yes;yes;204;142;Sometimes;no;183;no;0;0;no;Automobile;Obesity_Type_I
Female;23;163;8241;yes;yes;185;132;Sometimes;no;214;no;25;1728;Sometimes;Public_Transportation;Obesity_Type_I
Female;23;160;8200;yes;yes;101;100;Sometimes;no;200;no;0;586;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;165;9479;yes;yes;200;300;Sometimes;no;149;no;65;1000;no;Public_Transportation;Obesity_Type_I
Male;23;170;9500;yes;yes;200;300;Sometimes;no;202;no;181;1067;no;Public_Transportation;Obesity_Type_I
Male;23;165;8914;yes;yes;210;296;Sometimes;no;300;no;63;1000;no;Public_Transportation;Obesity_Type_I
Male;24;166;9000;yes;yes;200;300;Sometimes;no;300;no;60;969;no;Public_Transportation;Obesity_Type_I
Female;23;163;8263;yes;yes;206;293;Sometimes;no;224;no;38;3;no;Public_Transportation;Obesity_Type_I
Female;23;163;8450;yes;yes;206;296;Sometimes;no;201;no;85;631;no;Public_Transportation;Obesity_Type_I
Female;38;156;7966;yes;yes;200;300;Sometimes;no;127;no;0;0;Sometimes;Automobile;Obesity_Type_I
Female;38;156;8000;yes;yes;253;127;Sometimes;no;189;no;130;0;Sometimes;Automobile;Obesity_Type_I
Male;23;175;9532;yes;yes;200;300;Sometimes;no;300;no;300;2000;no;Public_Transportation;Obesity_Type_I
Male;23;175;9527;yes;yes;200;300;Sometimes;no;300;no;300;2000;no;Public_Transportation;Obesity_Type_I
Female;21;165;8813;yes;yes;246;100;Sometimes;no;300;no;136;1000;no;Public_Transportation;Obesity_Type_I
Female;23;165;8768;yes;yes;298;107;Sometimes;no;285;no;110;1000;no;Public_Transportation;Obesity_Type_I
Female;16;165;8558;yes;yes;295;300;Sometimes;no;100;no;209;1061;no;Public_Transportation;Obesity_Type_I
Female;17;163;8580;yes;yes;206;300;Sometimes;no;123;no;239;1256;no;Public_Transportation;Obesity_Type_I
Male;29;177;10860;yes;yes;300;300;Sometimes;no;116;no;187;1605;Sometimes;Automobile;Obesity_Type_I
Male;30;176;10872;yes;yes;300;300;Sometimes;no;127;no;194;0;Sometimes;Automobile;Obesity_Type_I
Female;44;160;7735;yes;yes;200;300;Sometimes;no;212;no;0;0;no;Automobile;Obesity_Type_I
Female;41;157;7949;yes;yes;200;300;Sometimes;no;295;no;0;0;no;Automobile;Obesity_Type_I
Male;23;170;9364;yes;yes;200;300;Sometimes;no;175;no;46;335;no;Public_Transportation;Obesity_Type_I
Male;23;174;9343;yes;yes;200;300;Sometimes;no;125;no;97;1000;no;Public_Transportation;Obesity_Type_I
Female;38;163;8000;yes;yes;245;295;Sometimes;no;134;no;18;0;Sometimes;Automobile;Obesity_Type_I
Female;38;162;8000;yes;yes;297;300;Sometimes;no;164;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;32;167;9000;yes;yes;247;185;Sometimes;no;210;no;199;0;Sometimes;Automobile;Obesity_Type_I
Male;32;168;8999;yes;yes;293;212;Sometimes;no;204;no;58;0;Sometimes;Automobile;Obesity_Type_I
Male;22;170;9556;yes;yes;200;297;Sometimes;no;200;no;0;169;no;Public_Transportation;Obesity_Type_I
Male;22;172;9409;yes;yes;200;297;Sometimes;no;200;no;0;1282;no;Public_Transportation;Obesity_Type_I
Male;36;167;9058;yes;yes;290;151;Sometimes;no;245;no;145;0;Sometimes;Automobile;Obesity_Type_I
Male;40;179;9802;yes;yes;204;221;Sometimes;no;279;no;126;670;Sometimes;Automobile;Obesity_Type_I
Male;24;177;9745;yes;yes;200;300;Sometimes;no;297;no;249;1366;no;Public_Transportation;Obesity_Type_I
Male;23;176;9783;yes;yes;200;300;Sometimes;no;299;no;243;1978;no;Public_Transportation;Obesity_Type_I
Male;35;178;10227;yes;yes;279;111;Sometimes;no;300;no;271;572;Sometimes;Automobile;Obesity_Type_I
Male;31;181;10525;yes;yes;240;204;Sometimes;no;266;no;106;1771;Sometimes;Automobile;Obesity_Type_I
Female;23;161;8295;yes;yes;215;299;Sometimes;no;277;no;209;0;no;Public_Transportation;Obesity_Type_I
Female;23;163;8310;yes;yes;298;163;Sometimes;no;284;no;109;890;no;Public_Transportation;Obesity_Type_I
Female;23;163;8297;yes;yes;227;100;Sometimes;no;227;no;95;1731;Sometimes;Public_Transportation;Obesity_Type_I
Female;22;161;8247;yes;yes;156;100;Sometimes;no;237;no;29;2000;Sometimes;Public_Transportation;Obesity_Type_I
Female;41;157;8106;yes;yes;215;298;Sometimes;no;151;no;0;0;Sometimes;Automobile;Obesity_Type_I
Female;41;155;8000;yes;yes;200;300;Sometimes;no;133;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;29;168;9000;yes;yes;209;264;Sometimes;no;277;no;125;0;Sometimes;Automobile;Obesity_Type_I
Male;31;169;9000;yes;yes;218;273;Sometimes;no;278;no;145;0;Sometimes;Automobile;Obesity_Type_I
Female;23;158;7800;yes;yes;200;100;Sometimes;no;200;no;88;0;no;Public_Transportation;Obesity_Type_I
Female;24;159;7911;yes;yes;200;100;Sometimes;no;200;no;85;0;no;Public_Transportation;Obesity_Type_I
Male;17;171;9986;yes;yes;200;300;Sometimes;no;200;no;7;894;no;Public_Transportation;Obesity_Type_I
Male;18;172;9943;yes;yes;200;300;Sometimes;no;200;no;158;840;no;Public_Transportation;Obesity_Type_I
Female;23;162;8200;yes;yes;183;100;Sometimes;no;200;no;0;459;no;Public_Transportation;Obesity_Type_I
Female;23;162;8200;yes;yes;175;100;Sometimes;no;200;no;0;302;no;Public_Transportation;Obesity_Type_I
Male;19;186;11288;yes;yes;200;243;Sometimes;no;257;no;100;2000;Sometimes;Public_Transportation;Obesity_Type_I
Male;21;186;11818;yes;yes;200;300;Sometimes;no;300;no;79;1220;Sometimes;Public_Transportation;Obesity_Type_I
Female;19;168;9067;yes;yes;152;300;Sometimes;no;138;no;13;1000;Sometimes;Public_Transportation;Obesity_Type_I
Female;21;172;9295;yes;yes;116;300;Sometimes;no;116;no;0;321;Sometimes;Public_Transportation;Obesity_Type_I
Male;23;180;10653;yes;yes;212;300;Sometimes;no;242;no;30;570;Sometimes;Public_Transportation;Obesity_Type_I
Male;22;182;10605;yes;yes;200;300;Sometimes;no;275;no;0;809;Sometimes;Public_Transportation;Obesity_Type_I
Male;21;179;10504;yes;yes;226;300;Sometimes;no;103;no;27;78;Sometimes;Public_Transportation;Obesity_Type_I
Male;22;178;10500;yes;yes;204;300;Sometimes;no;236;no;35;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;18;178;10921;yes;yes;200;187;Sometimes;no;244;no;100;802;no;Public_Transportation;Obesity_Type_I
Male;18;184;10920;yes;yes;200;155;Sometimes;no;219;no;100;1677;no;Public_Transportation;Obesity_Type_I
Female;19;163;8200;yes;yes;284;294;Sometimes;no;100;no;0;1554;no;Public_Transportation;Obesity_Type_I
Female;18;165;8232;yes;yes;286;300;Sometimes;no;188;no;63;186;no;Public_Transportation;Obesity_Type_I
Male;22;175;10500;yes;yes;287;300;Sometimes;no;263;no;100;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;22;176;10500;yes;yes;228;300;Sometimes;no;210;no;100;0;Sometimes;Public_Transportation;Obesity_Type_I
Male;20;194;12166;yes;yes;200;300;Sometimes;no;300;no;100;1015;Sometimes;Public_Transportation;Obesity_Type_I
Male;20;198;12070;yes;yes;200;300;Sometimes;no;300;no;77;1000;Sometimes;Public_Transportation;Obesity_Type_I
Female;39;159;8000;yes;yes;202;124;Sometimes;no;193;no;197;0;Sometimes;Automobile;Obesity_Type_I
Female;38;160;8000;yes;yes;202;117;Sometimes;no;197;no;190;0;Sometimes;Automobile;Obesity_Type_I
Male;19;170;9830;yes;yes;200;239;Sometimes;no;200;no;0;1120;no;Public_Transportation;Obesity_Type_I
Male;17;171;9954;yes;yes;200;300;Sometimes;no;200;no;173;49;no;Public_Transportation;Obesity_Type_I
Female;39;153;7515;yes;yes;200;300;Sometimes;no;108;no;0;0;Sometimes;Automobile;Obesity_Type_I
Female;39;150;7664;yes;yes;200;300;Sometimes;no;100;no;0;0;Sometimes;Automobile;Obesity_Type_I
Male;18;178;10841;yes;yes;200;248;Sometimes;no;266;no;100;170;no;Public_Transportation;Obesity_Type_I
Male;18;179;10820;yes;yes;200;248;Sometimes;no;297;no;100;435;no;Public_Transportation;Obesity_Type_I
Male;30;181;10941;yes;yes;241;207;Sometimes;no;180;no;123;179;Sometimes;Automobile;Obesity_Type_I
Male;31;179;10960;yes;yes;221;228;Sometimes;no;118;no;177;538;Sometimes;Automobile;Obesity_Type_I
Female;18;169;9000;yes;yes;274;300;Sometimes;no;200;no;135;468;Sometimes;Public_Transportation;Obesity_Type_I
Female;18;170;9150;yes;yes;190;300;Sometimes;no;144;no;95;839;Sometimes;Public_Transportation;Obesity_Type_I
Male;31;167;8974;yes;yes;227;105;Sometimes;no;136;no;148;0;Sometimes;Automobile;Obesity_Type_I
Male;29;167;8905;yes;yes;190;300;Sometimes;no;119;no;1;0;Sometimes;Automobile;Obesity_Type_I
Female;18;165;8421;yes;yes;286;300;Sometimes;no;100;no;102;786;no;Public_Transportation;Obesity_Type_I
